,time_backstep,weather_condition,weather_date,weather_feels,weather_humid,weather_precip,weather_temp,weather_time,weather_wind
1488,4.0,Partly Cloudy,Fri,59,85,0,59,10:00 pm,3
1489,5.0,Partly Cloudy,Fri,58,86,5,58,11:00 pm,3
1490,6.0,Partly Cloudy,Sat,57,86,5,57,12:00 am,3
1491,7.0,Partly Cloudy,Sat,57,85,10,57,1:00 am,3
1492,8.0,Partly Cloudy,Sat,56,89,10,56,2:00 am,2
1493,9.0,Mostly Cloudy,Sat,55,92,10,55,3:00 am,2
1494,10.0,Cloudy,Sat,55,92,10,55,4:00 am,3
1495,11.0,Cloudy,Sat,55,93,10,55,5:00 am,2
1496,12.0,Cloudy,Sat,54,95,10,54,6:00 am,3
1497,13.0,Cloudy,Sat,54,96,10,54,7:00 am,2
1498,14.0,Cloudy,Sat,54,94,10,54,8:00 am,2
1499,15.0,Cloudy,Sat,57,89,5,57,9:00 am,2
1500,1.0,Partly Cloudy,Fri,62,84,0,62,8:00 pm,1
1501,2.0,Partly Cloudy,Fri,60,87,0,60,9:00 pm,1
1502,3.0,Partly Cloudy,Fri,59,91,0,59,10:00 pm,2
1503,4.0,Partly Cloudy,Fri,58,86,0,58,11:00 pm,3
1504,5.0,Partly Cloudy,Sat,57,86,5,57,12:00 am,3
1505,6.0,Partly Cloudy,Sat,56,88,5,56,1:00 am,3
1506,7.0,Partly Cloudy,Sat,56,88,10,56,2:00 am,2
1507,8.0,Mostly Cloudy,Sat,55,92,10,55,3:00 am,2
1508,9.0,Cloudy,Sat,55,92,10,55,4:00 am,3
1509,10.0,Cloudy,Sat,55,92,10,55,5:00 am,2
1510,11.0,Cloudy,Sat,54,95,10,54,6:00 am,3
1511,12.0,Cloudy,Sat,54,96,10,54,7:00 am,2
1512,13.0,Cloudy,Sat,54,94,10,54,8:00 am,2
1513,14.0,Cloudy,Sat,57,88,5,57,9:00 am,2
1514,15.0,Cloudy,Sat,60,81,5,60,10:00 am,3
1515,1.0,Partly Cloudy,Fri,60,87,0,60,9:00 pm,1
1516,2.0,Mostly Cloudy,Fri,59,91,0,59,10:00 pm,2
1517,3.0,Mostly Cloudy,Fri,58,91,0,58,11:00 pm,2
1518,4.0,Partly Cloudy,Sat,57,86,0,57,12:00 am,3
1519,5.0,Partly Cloudy,Sat,56,88,5,56,1:00 am,3
1520,6.0,Mostly Cloudy,Sat,56,91,5,56,2:00 am,2
1521,7.0,Mostly Cloudy,Sat,55,92,10,55,3:00 am,2
1522,8.0,Cloudy,Sat,55,92,10,55,4:00 am,3
1523,9.0,Cloudy,Sat,55,92,10,55,5:00 am,2
1524,10.0,Cloudy,Sat,54,95,10,54,6:00 am,3
1525,11.0,Cloudy,Sat,54,96,10,54,7:00 am,2
1526,12.0,Cloudy,Sat,54,94,10,54,8:00 am,2
1527,13.0,Cloudy,Sat,57,88,5,57,9:00 am,2
1528,14.0,Cloudy,Sat,60,81,5,60,10:00 am,3
1529,15.0,Mostly Cloudy,Sat,63,72,5,63,11:00 am,3
1530,1.0,Cloudy,Fri,59,90,0,59,10:00 pm,5
1531,2.0,Cloudy,Fri,57,91,0,58,11:00 pm,5
1532,3.0,Partly Cloudy,Sat,57,90,0,57,12:00 am,5
1533,4.0,Partly Cloudy,Sat,56,88,0,56,1:00 am,3
1534,5.0,Partly Cloudy,Sat,56,91,5,56,2:00 am,2
1535,6.0,Mostly Cloudy,Sat,55,92,5,55,3:00 am,2
1536,7.0,Cloudy,Sat,55,92,10,55,4:00 am,3
1537,8.0,Cloudy,Sat,55,93,20,55,5:00 am,2
1538,9.0,Cloudy,Sat,54,94,10,54,6:00 am,3
1539,10.0,Cloudy,Sat,54,95,10,54,7:00 am,3
1540,11.0,Cloudy,Sat,55,92,10,55,8:00 am,2
1541,12.0,Cloudy,Sat,57,88,5,57,9:00 am,3
1542,13.0,Mostly Cloudy,Sat,59,82,5,59,10:00 am,3
1543,14.0,Mostly Cloudy,Sat,63,72,5,63,11:00 am,3
1544,15.0,Mostly Cloudy,Sat,65,68,0,65,12:00 pm,3
1545,1.0,Cloudy,Fri,57,90,0,57,11:00 pm,5
1546,2.0,Cloudy,Sat,56,90,0,57,12:00 am,4
1547,3.0,Mostly Cloudy,Sat,55,90,0,56,1:00 am,4
1548,4.0,Partly Cloudy,Sat,56,90,0,56,2:00 am,2
1549,5.0,Mostly Cloudy,Sat,55,91,5,55,3:00 am,2
1550,6.0,Cloudy,Sat,55,92,10,55,4:00 am,2
1551,7.0,Cloudy,Sat,55,93,20,55,5:00 am,2
1552,8.0,Cloudy,Sat,54,94,10,54,6:00 am,3
1553,9.0,Cloudy,Sat,54,95,10,54,7:00 am,3
1554,10.0,Cloudy,Sat,55,92,10,55,8:00 am,2
1555,11.0,Cloudy,Sat,57,88,5,57,9:00 am,3
1556,12.0,Mostly Cloudy,Sat,59,82,5,59,10:00 am,3
1557,13.0,Mostly Cloudy,Sat,63,72,5,63,11:00 am,3
1558,14.0,Mostly Cloudy,Sat,65,68,0,65,12:00 pm,3
1559,15.0,Mostly Cloudy,Sat,68,65,0,68,1:00 pm,2
1560,1.0,Cloudy,Sat,57,87,0,57,12:00 am,5
1561,2.0,Cloudy,Sat,56,88,0,56,1:00 am,4
1562,3.0,Cloudy,Sat,56,91,0,56,2:00 am,3
1563,4.0,Mostly Cloudy,Sat,55,91,0,55,3:00 am,2
1564,5.0,Cloudy,Sat,55,94,10,55,4:00 am,2
1565,6.0,Cloudy,Sat,54,95,10,54,5:00 am,2
1566,7.0,Cloudy,Sat,54,94,10,54,6:00 am,3
1567,8.0,Cloudy,Sat,54,95,10,54,7:00 am,3
1568,9.0,Cloudy,Sat,54,93,10,54,8:00 am,2
1569,10.0,Cloudy,Sat,56,89,5,56,9:00 am,3
1570,11.0,Mostly Cloudy,Sat,59,82,5,59,10:00 am,3
1571,12.0,Mostly Cloudy,Sat,63,71,5,63,11:00 am,3
1572,13.0,Mostly Cloudy,Sat,65,68,0,65,12:00 pm,3
1573,14.0,Mostly Cloudy,Sat,68,65,0,68,1:00 pm,2
1574,15.0,Mostly Cloudy,Sat,70,62,0,70,2:00 pm,2
1575,1.0,Mostly Cloudy,Sat,57,91,0,57,1:00 am,4
1576,2.0,Cloudy,Sat,56,93,0,56,2:00 am,3
1577,3.0,Cloudy,Sat,55,95,0,55,3:00 am,3
1578,4.0,Cloudy,Sat,55,96,5,55,4:00 am,3
1579,5.0,Cloudy,Sat,55,97,5,55,5:00 am,2
1580,6.0,Cloudy,Sat,54,98,10,54,6:00 am,3
1581,7.0,Cloudy,Sat,54,96,10,54,7:00 am,3
1582,8.0,Cloudy,Sat,54,95,10,54,8:00 am,2
1583,9.0,Cloudy,Sat,56,90,5,56,9:00 am,3
1584,10.0,Mostly Cloudy,Sat,58,86,5,58,10:00 am,3
1585,11.0,Mostly Cloudy,Sat,61,76,5,61,11:00 am,4
1586,12.0,Mostly Cloudy,Sat,63,73,0,63,12:00 pm,3
1587,13.0,Mostly Cloudy,Sat,67,67,0,67,1:00 pm,2
1588,14.0,Mostly Cloudy,Sat,69,63,0,69,2:00 pm,2
1589,15.0,Mostly Cloudy,Sat,70,62,0,70,3:00 pm,4
1590,1.0,Cloudy,Sat,57,90,0,57,2:00 am,3
1591,2.0,Cloudy,Sat,56,92,0,56,3:00 am,3
1592,3.0,Cloudy,Sat,55,95,0,55,4:00 am,3
1593,4.0,Cloudy,Sat,55,97,0,55,5:00 am,3
1594,5.0,Cloudy,Sat,54,97,5,54,6:00 am,3
1595,6.0,Cloudy,Sat,54,97,10,54,7:00 am,2
1596,7.0,Cloudy,Sat,54,95,10,54,8:00 am,2
1597,8.0,Cloudy,Sat,56,90,5,56,9:00 am,3
1598,9.0,Mostly Cloudy,Sat,58,86,5,58,10:00 am,3
1599,10.0,Mostly Cloudy,Sat,61,76,5,61,11:00 am,4
1600,11.0,Mostly Cloudy,Sat,63,73,0,63,12:00 pm,3
1601,12.0,Mostly Cloudy,Sat,67,67,0,67,1:00 pm,2
1602,13.0,Mostly Cloudy,Sat,69,63,0,69,2:00 pm,2
1603,14.0,Mostly Cloudy,Sat,70,62,0,70,3:00 pm,4
1604,15.0,Partly Cloudy,Sat,71,58,0,71,4:00 pm,3
1605,1.0,Cloudy,Sat,56,91,0,56,3:00 am,4
1606,2.0,Cloudy,Sat,55,95,0,55,4:00 am,4
1607,3.0,Cloudy,Sat,55,95,0,55,5:00 am,4
1608,4.0,Cloudy,Sat,54,97,5,54,6:00 am,3
1609,5.0,Cloudy,Sat,54,97,5,54,7:00 am,2
1610,6.0,Cloudy,Sat,54,96,10,54,8:00 am,3
1611,7.0,Cloudy,Sat,55,90,5,55,9:00 am,3
1612,8.0,Mostly Cloudy,Sat,58,86,5,58,10:00 am,4
1613,9.0,Mostly Cloudy,Sat,61,76,5,61,11:00 am,4
1614,10.0,Mostly Cloudy,Sat,63,72,0,63,12:00 pm,3
1615,11.0,Mostly Cloudy,Sat,66,67,0,66,1:00 pm,2
1616,12.0,Mostly Cloudy,Sat,68,64,0,68,2:00 pm,2
1617,13.0,Mostly Cloudy,Sat,69,61,0,69,3:00 pm,4
1618,14.0,Partly Cloudy,Sat,71,58,0,71,4:00 pm,3
1619,15.0,Partly Cloudy,Sat,71,57,0,71,5:00 pm,4
1620,1.0,Cloudy,Sat,56,93,0,56,4:00 am,2
1621,2.0,Cloudy,Sat,55,94,0,55,5:00 am,2
1622,3.0,Cloudy,Sat,55,95,0,55,6:00 am,3
1623,4.0,Cloudy,Sat,54,96,5,54,7:00 am,3
1624,5.0,Cloudy,Sat,54,96,5,54,8:00 am,3
1625,6.0,Mostly Cloudy,Sat,56,91,5,56,9:00 am,3
1626,7.0,Mostly Cloudy,Sat,58,84,5,58,10:00 am,4
1627,8.0,Mostly Cloudy,Sat,61,76,5,61,11:00 am,4
1628,9.0,Mostly Cloudy,Sat,63,73,0,63,12:00 pm,4
1629,10.0,Mostly Cloudy,Sat,66,69,0,66,1:00 pm,2
1630,11.0,Partly Cloudy,Sat,68,66,0,68,2:00 pm,2
1631,12.0,Partly Cloudy,Sat,69,63,0,69,3:00 pm,4
1632,13.0,Partly Cloudy,Sat,70,60,0,70,4:00 pm,3
1633,14.0,Partly Cloudy,Sat,71,59,5,71,5:00 pm,4
1634,15.0,Mostly Sunny,Sat,72,59,5,72,6:00 pm,4
1635,1.0,Cloudy,Sat,56,94,0,56,5:00 am,1
1636,2.0,Cloudy,Sat,55,97,0,55,6:00 am,2
1637,3.0,Cloudy,Sat,55,97,5,55,7:00 am,1
1638,4.0,Cloudy,Sat,54,96,5,54,8:00 am,3
1639,5.0,Cloudy,Sat,56,90,5,56,9:00 am,3
1640,6.0,Mostly Cloudy,Sat,59,84,5,59,10:00 am,4
1641,7.0,Mostly Cloudy,Sat,61,76,5,61,11:00 am,4
1642,8.0,Mostly Cloudy,Sat,63,73,0,63,12:00 pm,4
1643,9.0,Partly Cloudy,Sat,66,69,0,66,1:00 pm,2
1644,10.0,Partly Cloudy,Sat,68,65,0,68,2:00 pm,2
1645,11.0,Partly Cloudy,Sat,69,63,0,69,3:00 pm,4
1646,12.0,Partly Cloudy,Sat,70,60,0,70,4:00 pm,4
1647,13.0,Partly Cloudy,Sat,71,59,5,71,5:00 pm,4
1648,14.0,Sunny,Sat,72,59,5,72,6:00 pm,4
1649,15.0,Mostly Sunny,Sat,71,62,5,71,7:00 pm,3
1650,1.0,Cloudy,Sat,55,92,0,55,6:00 am,3
1651,2.0,Cloudy,Sat,55,93,0,55,7:00 am,2
1652,3.0,Cloudy,Sat,55,93,0,55,8:00 am,3
1653,4.0,Cloudy,Sat,56,90,0,56,9:00 am,3
1654,5.0,Cloudy,Sat,59,84,0,59,10:00 am,4
1655,6.0,Mostly Cloudy,Sat,62,75,0,62,11:00 am,4
1656,7.0,Mostly Cloudy,Sat,63,73,0,63,12:00 pm,4
1657,8.0,Mostly Cloudy,Sat,66,68,0,66,1:00 pm,2
1658,9.0,Partly Cloudy,Sat,68,65,0,68,2:00 pm,2
1659,10.0,Partly Cloudy,Sat,69,63,0,69,3:00 pm,4
1660,11.0,Partly Cloudy,Sat,70,60,0,70,4:00 pm,4
1661,12.0,Partly Cloudy,Sat,71,60,5,71,5:00 pm,4
1662,13.0,Mostly Sunny,Sat,71,60,5,71,6:00 pm,4
1663,14.0,Mostly Sunny,Sat,70,63,5,70,7:00 pm,3
1664,15.0,Partly Cloudy,Sat,67,70,5,67,8:00 pm,2
1665,1.0,Cloudy,Sat,55,94,0,55,7:00 am,1
1666,2.0,Cloudy,Sat,55,93,0,55,8:00 am,1
1667,3.0,Cloudy,Sat,57,88,0,57,9:00 am,2
1668,4.0,Cloudy,Sat,59,82,0,59,10:00 am,4
1669,5.0,Mostly Cloudy,Sat,62,75,0,62,11:00 am,4
1670,6.0,Mostly Cloudy,Sat,65,71,0,65,12:00 pm,4
1671,7.0,Mostly Cloudy,Sat,66,67,0,66,1:00 pm,2
1672,8.0,Partly Cloudy,Sat,68,64,0,68,2:00 pm,2
1673,9.0,Partly Cloudy,Sat,70,62,0,70,3:00 pm,4
1674,10.0,Partly Cloudy,Sat,71,59,0,71,4:00 pm,4
1675,11.0,Partly Cloudy,Sat,71,59,5,71,5:00 pm,4
1676,12.0,Sunny,Sat,71,60,5,71,6:00 pm,4
1677,13.0,Mostly Sunny,Sat,71,63,5,71,7:00 pm,3
1678,14.0,Partly Cloudy,Sat,68,70,5,68,8:00 pm,2
1679,15.0,Partly Cloudy,Sat,66,72,15,66,9:00 pm,1
1680,1.0,Cloudy,Sat,55,93,0,55,8:00 am,1
1681,2.0,Mostly Cloudy,Sat,57,89,0,57,9:00 am,2
1682,3.0,Mostly Cloudy,Sat,60,82,0,60,10:00 am,3
1683,4.0,Mostly Cloudy,Sat,62,75,0,62,11:00 am,4
1684,5.0,Mostly Cloudy,Sat,64,71,0,64,12:00 pm,4
1685,6.0,Partly Cloudy,Sat,67,67,0,67,1:00 pm,2
1686,7.0,Partly Cloudy,Sat,68,64,0,68,2:00 pm,2
1687,8.0,Partly Cloudy,Sat,70,62,0,70,3:00 pm,4
1688,9.0,Partly Cloudy,Sat,71,59,0,71,4:00 pm,4
1689,10.0,Partly Cloudy,Sat,71,59,5,71,5:00 pm,4
1690,11.0,Sunny,Sat,71,60,5,71,6:00 pm,4
1691,12.0,Mostly Sunny,Sat,71,63,5,71,7:00 pm,3
1692,13.0,Partly Cloudy,Sat,68,70,5,68,8:00 pm,2
1693,14.0,Partly Cloudy,Sat,66,72,15,66,9:00 pm,1
1694,15.0,Mostly Cloudy,Sat,64,78,20,64,10:00 pm,1
1695,1.0,Mostly Cloudy,Sat,57,88,0,57,9:00 am,3
1696,2.0,Mostly Cloudy,Sat,59,81,0,59,10:00 am,3
1697,3.0,Mostly Cloudy,Sat,62,74,0,62,11:00 am,3
1698,4.0,Mostly Cloudy,Sat,64,71,0,64,12:00 pm,4
1699,5.0,Partly Cloudy,Sat,67,67,0,67,1:00 pm,2
1700,6.0,Partly Cloudy,Sat,69,64,0,69,2:00 pm,3
1701,7.0,Partly Cloudy,Sat,69,62,5,69,3:00 pm,4
1702,8.0,Partly Cloudy,Sat,71,60,5,71,4:00 pm,4
1703,9.0,Partly Cloudy,Sat,71,59,10,71,5:00 pm,4
1704,10.0,Sunny,Sat,71,60,10,71,6:00 pm,4
1705,11.0,Mostly Sunny,Sat,71,63,10,71,7:00 pm,3
1706,12.0,Partly Cloudy,Sat,68,70,5,68,8:00 pm,2
1707,13.0,Partly Cloudy,Sat,66,72,15,66,9:00 pm,1
1708,14.0,Mostly Cloudy,Sat,64,78,15,64,10:00 pm,1
1709,15.0,Mostly Cloudy,Sat,63,82,15,63,11:00 pm,1
1710,1.0,Partly Cloudy,Sat,60,83,0,60,10:00 am,4
1711,2.0,Partly Cloudy,Sat,62,74,0,62,11:00 am,4
1712,3.0,Partly Cloudy,Sat,65,71,0,65,12:00 pm,3
1713,4.0,Mostly Cloudy,Sat,68,66,0,68,1:00 pm,3
1714,5.0,Partly Cloudy,Sat,69,64,0,69,2:00 pm,3
1715,6.0,Partly Cloudy,Sat,71,61,5,71,3:00 pm,4
1716,7.0,Partly Cloudy,Sat,71,59,5,71,4:00 pm,4
1717,8.0,Partly Cloudy,Sat,71,59,10,71,5:00 pm,4
1718,9.0,Mostly Sunny,Sat,71,60,10,71,6:00 pm,4
1719,10.0,Mostly Sunny,Sat,70,63,10,70,7:00 pm,3
1720,11.0,Partly Cloudy,Sat,68,70,5,68,8:00 pm,2
1721,12.0,Partly Cloudy,Sat,66,72,15,66,9:00 pm,2
1722,13.0,Mostly Cloudy,Sat,64,77,15,64,10:00 pm,2
1723,14.0,Mostly Cloudy,Sat,63,82,15,63,11:00 pm,1
1724,15.0,Mostly Cloudy,Sun,62,84,15,62,12:00 am,1
1725,1.0,Mostly Sunny,Sat,62,74,0,62,11:00 am,4
1726,2.0,Mostly Sunny,Sat,65,69,0,65,12:00 pm,4
1727,3.0,Partly Cloudy,Sat,68,66,0,68,1:00 pm,3
1728,4.0,Mostly Cloudy,Sat,69,63,0,69,2:00 pm,3
1729,5.0,Partly Cloudy,Sat,71,60,5,71,3:00 pm,4
1730,6.0,Partly Cloudy,Sat,72,58,5,72,4:00 pm,4
1731,7.0,Partly Cloudy,Sat,71,59,10,71,5:00 pm,4
1732,8.0,Mostly Sunny,Sat,71,60,10,71,6:00 pm,4
1733,9.0,Mostly Sunny,Sat,70,63,10,70,7:00 pm,3
1734,10.0,Partly Cloudy,Sat,68,70,5,68,8:00 pm,2
1735,11.0,Partly Cloudy,Sat,66,72,15,66,9:00 pm,2
1736,12.0,Mostly Cloudy,Sat,64,77,15,64,10:00 pm,2
1737,13.0,Mostly Cloudy,Sat,63,82,15,63,11:00 pm,1
1738,14.0,Mostly Cloudy,Sun,62,84,15,62,12:00 am,1
1739,15.0,Cloudy,Sun,61,85,15,61,1:00 am,1
1740,1.0,Mostly Sunny,Sat,65,68,0,65,12:00 pm,2
1741,2.0,Mostly Sunny,Sat,68,65,0,68,1:00 pm,1
1742,3.0,Partly Cloudy,Sat,70,63,0,70,2:00 pm,1
1743,4.0,Partly Cloudy,Sat,71,61,0,71,3:00 pm,4
1744,5.0,Partly Cloudy,Sat,72,59,5,72,4:00 pm,4
1745,6.0,Partly Cloudy,Sat,72,57,5,72,5:00 pm,4
1746,7.0,Mostly Sunny,Sat,71,60,10,71,6:00 pm,4
1747,8.0,Mostly Sunny,Sat,70,63,10,70,7:00 pm,3
1748,9.0,Partly Cloudy,Sat,67,70,5,67,8:00 pm,2
1749,10.0,Partly Cloudy,Sat,66,72,15,66,9:00 pm,2
1750,11.0,Mostly Cloudy,Sat,64,78,15,64,10:00 pm,2
1751,12.0,Mostly Cloudy,Sat,62,83,15,62,11:00 pm,1
1752,13.0,Mostly Cloudy,Sun,62,85,15,62,12:00 am,1
1753,14.0,Cloudy,Sun,60,87,15,60,1:00 am,1
1754,15.0,Showers,Sun,60,90,35,60,2:00 am,1
1755,1.0,Partly Cloudy,Sat,69,64,0,69,1:00 pm,3
1756,2.0,Partly Cloudy,Sat,70,63,0,70,2:00 pm,3
1757,3.0,Partly Cloudy,Sat,72,59,0,72,3:00 pm,4
1758,4.0,Partly Cloudy,Sat,72,59,0,72,4:00 pm,4
1759,5.0,Partly Cloudy,Sat,71,60,5,71,5:00 pm,4
1760,6.0,Mostly Sunny,Sat,72,60,5,72,6:00 pm,4
1761,7.0,Sunny,Sat,70,61,10,70,7:00 pm,3
1762,8.0,Partly Cloudy,Sat,68,67,5,68,8:00 pm,2
1763,9.0,Partly Cloudy,Sat,67,70,15,67,9:00 pm,1
1764,10.0,Mostly Cloudy,Sat,65,75,15,65,10:00 pm,2
1765,11.0,Mostly Cloudy,Sat,63,80,15,63,11:00 pm,1
1766,12.0,Mostly Cloudy,Sun,62,83,15,62,12:00 am,1
1767,13.0,Cloudy,Sun,61,85,15,61,1:00 am,1
1768,14.0,Cloudy,Sun,60,88,25,60,2:00 am,
1769,15.0,Showers,Sun,60,91,50,60,3:00 am,
1770,1.0,Mostly Cloudy,Sat,71,60,0,71,2:00 pm,1
1771,2.0,Partly Cloudy,Sat,72,57,0,72,3:00 pm,3
1772,3.0,Partly Cloudy,Sat,73,55,0,73,4:00 pm,3
1773,4.0,Partly Cloudy,Sat,72,57,0,72,5:00 pm,4
1774,5.0,Mostly Sunny,Sat,72,58,5,72,6:00 pm,4
1775,6.0,Partly Cloudy,Sat,71,62,5,71,7:00 pm,3
1776,7.0,Partly Cloudy,Sat,68,67,5,68,8:00 pm,2
1777,8.0,Partly Cloudy,Sat,67,70,15,67,9:00 pm,1
1778,9.0,Mostly Cloudy,Sat,65,75,15,65,10:00 pm,2
1779,10.0,Mostly Cloudy,Sat,63,80,15,63,11:00 pm,1
1780,11.0,Mostly Cloudy,Sun,62,83,15,62,12:00 am,1
1781,12.0,Cloudy,Sun,61,85,15,61,1:00 am,1
1782,13.0,Cloudy,Sun,60,88,25,60,2:00 am,
1783,14.0,Showers,Sun,60,91,50,60,3:00 am,
1784,15.0,Showers,Sun,60,93,40,60,4:00 am,1
1785,1.0,Partly Cloudy,Sat,73,55,0,73,3:00 pm,4
1786,2.0,Partly Cloudy,Sat,74,53,0,74,4:00 pm,5
1787,3.0,Partly Cloudy,Sat,73,55,0,73,5:00 pm,5
1788,4.0,Mostly Sunny,Sat,72,58,0,72,6:00 pm,4
1789,5.0,Partly Cloudy,Sat,71,62,5,71,7:00 pm,3
1790,6.0,Partly Cloudy,Sat,68,70,10,68,8:00 pm,2
1791,7.0,Partly Cloudy,Sat,67,70,15,67,9:00 pm,1
1792,8.0,Mostly Cloudy,Sat,65,75,15,65,10:00 pm,2
1793,9.0,Mostly Cloudy,Sat,63,80,15,63,11:00 pm,1
1794,10.0,Mostly Cloudy,Sun,62,82,15,62,12:00 am,1
1795,11.0,Cloudy,Sun,61,84,15,61,1:00 am,1
1796,12.0,Cloudy,Sun,60,87,15,60,2:00 am,
1797,13.0,Few Showers,Sun,60,91,30,60,3:00 am,
1798,14.0,Showers,Sun,60,92,40,60,4:00 am,1
1799,15.0,Mostly Cloudy,Sun,60,93,20,60,5:00 am,2
1800,1.0,Mostly Sunny,Sat,74,54,0,74,4:00 pm,4
1801,2.0,Mostly Sunny,Sat,73,55,0,73,5:00 pm,5
1802,3.0,Sunny,Sat,73,56,0,73,6:00 pm,5
1803,4.0,Partly Cloudy,Sat,71,62,0,71,7:00 pm,3
1804,5.0,Partly Cloudy,Sat,68,70,10,68,8:00 pm,2
1805,6.0,Partly Cloudy,Sat,66,76,10,66,9:00 pm,2
1806,7.0,Partly Cloudy,Sat,64,76,15,64,10:00 pm,2
1807,8.0,Mostly Cloudy,Sat,63,80,15,63,11:00 pm,1
1808,9.0,Mostly Cloudy,Sun,62,83,15,62,12:00 am,1
1809,10.0,Mostly Cloudy,Sun,61,85,15,61,1:00 am,1
1810,11.0,Cloudy,Sun,61,89,15,61,2:00 am,
1811,12.0,Cloudy,Sun,60,92,15,60,3:00 am,
1812,13.0,Cloudy,Sun,60,94,25,60,4:00 am,1
1813,14.0,Mostly Cloudy,Sun,60,93,25,60,5:00 am,2
1814,15.0,Showers,Sun,60,94,40,60,6:00 am,2
1815,1.0,Partly Cloudy,Sat,74,55,0,74,5:00 pm,6
1816,2.0,Mostly Sunny,Sat,73,57,0,73,6:00 pm,6
1817,3.0,Partly Cloudy,Sat,72,60,0,72,7:00 pm,4
1818,4.0,Partly Cloudy,Sat,68,71,0,68,8:00 pm,3
1819,5.0,Partly Cloudy,Sat,66,75,5,66,9:00 pm,2
1820,6.0,Mostly Cloudy,Sat,64,80,15,64,10:00 pm,2
1821,7.0,Mostly Cloudy,Sat,63,80,15,63,11:00 pm,1
1822,8.0,Cloudy,Sun,62,82,15,62,12:00 am,1
1823,9.0,Cloudy,Sun,61,84,15,61,1:00 am,1
1824,10.0,Cloudy,Sun,61,87,15,61,2:00 am,
1825,11.0,Cloudy,Sun,60,92,15,60,3:00 am,
1826,12.0,Cloudy,Sun,60,93,25,60,4:00 am,1
1827,13.0,Few Showers,Sun,60,93,30,60,5:00 am,2
1828,14.0,Showers,Sun,60,94,40,60,6:00 am,2
1829,15.0,Cloudy,Sun,60,96,25,60,7:00 am,2
1830,1.0,Sunny,Sat,75,55,0,75,6:00 pm,6
1831,2.0,Sunny,Sat,73,58,0,73,7:00 pm,4
1832,3.0,Partly Cloudy,Sat,70,66,0,70,8:00 pm,3
1833,4.0,Mostly Cloudy,Sat,66,75,0,66,9:00 pm,2
1834,5.0,Mostly Cloudy,Sat,64,80,15,64,10:00 pm,2
1835,6.0,Cloudy,Sat,62,85,15,62,11:00 pm,1
1836,7.0,Cloudy,Sun,62,82,15,62,12:00 am,1
1837,8.0,Mostly Cloudy,Sun,61,84,15,61,1:00 am,1
1838,9.0,Cloudy,Sun,61,87,15,61,2:00 am,
1839,10.0,Cloudy,Sun,60,92,15,60,3:00 am,
1840,11.0,Cloudy,Sun,60,94,25,60,4:00 am,1
1841,12.0,Cloudy,Sun,60,93,25,60,5:00 am,2
1842,13.0,Showers,Sun,60,94,40,60,6:00 am,2
1843,14.0,Cloudy,Sun,60,96,25,60,7:00 am,2
1844,15.0,Cloudy,Sun,60,96,25,60,8:00 am,2
1845,1.0,Partly Cloudy,Sat,73,60,15,73,7:00 pm,6
1846,2.0,Partly Cloudy,Sat,69,68,15,69,8:00 pm,5
1847,3.0,Partly Cloudy,Sat,67,74,15,67,9:00 pm,4
1848,4.0,Mostly Cloudy,Sat,64,80,15,64,10:00 pm,2
1849,5.0,Cloudy,Sat,63,84,15,63,11:00 pm,2
1850,6.0,Cloudy,Sun,62,86,15,62,12:00 am,1
1851,7.0,Cloudy,Sun,61,85,15,61,1:00 am,1
1852,8.0,Cloudy,Sun,61,88,15,61,2:00 am,1
1853,9.0,Cloudy,Sun,60,92,15,60,3:00 am,1
1854,10.0,Cloudy,Sun,60,94,25,60,4:00 am,2
1855,11.0,Cloudy,Sun,60,94,20,60,5:00 am,1
1856,12.0,Cloudy,Sun,60,96,25,60,6:00 am,3
1857,13.0,Few Showers,Sun,60,97,30,60,7:00 am,2
1858,14.0,Few Showers,Sun,60,96,30,60,8:00 am,1
1859,15.0,Cloudy,Sun,61,95,25,61,9:00 am,2
1860,1.0,Partly Cloudy,Sat,69,69,15,69,8:00 pm,4
1861,2.0,Partly Cloudy,Sat,67,74,15,67,9:00 pm,3
1862,3.0,Mostly Cloudy,Sat,65,79,15,65,10:00 pm,3
1863,4.0,Cloudy,Sat,63,85,15,63,11:00 pm,1
1864,5.0,Cloudy,Sun,62,87,15,62,12:00 am,1
1865,6.0,Cloudy,Sun,61,89,15,61,1:00 am,1
1866,7.0,Cloudy,Sun,61,88,15,61,2:00 am,1
1867,8.0,Cloudy,Sun,60,92,15,60,3:00 am,1
1868,9.0,Cloudy,Sun,60,94,25,60,4:00 am,2
1869,10.0,Cloudy,Sun,60,94,20,60,5:00 am,1
1870,11.0,Cloudy,Sun,60,96,25,60,6:00 am,3
1871,12.0,Few Showers,Sun,60,97,30,60,7:00 am,2
1872,13.0,Few Showers,Sun,60,96,30,60,8:00 am,1
1873,14.0,Cloudy,Sun,61,95,25,61,9:00 am,2
1874,15.0,Cloudy,Sun,62,92,25,62,10:00 am,3
1875,1.0,Partly Cloudy,Sat,67,74,15,67,9:00 pm,4
1876,2.0,Mostly Cloudy,Sat,65,79,15,65,10:00 pm,3
1877,3.0,Cloudy,Sat,64,84,15,64,11:00 pm,2
1878,4.0,Cloudy,Sun,62,87,15,62,12:00 am,1
1879,5.0,Cloudy,Sun,61,89,15,61,1:00 am,1
1880,6.0,Cloudy,Sun,60,91,15,60,2:00 am,1
